# 1: index
# 2: time, s
# 3: adc value, a.u. [0-1]
0	1.270000e-04	9.511336e-02
1	1.763654e+00	1.074164e-01
2	3.527301e+00	1.076905e-01
3	5.290606e+00	1.072421e-01
4	7.054215e+00	1.073400e-01
5	8.817926e+00	2.273419e-01
6	1.058145e+01	2.421762e-01
7	1.234513e+01	2.426025e-01
8	1.410876e+01	2.431860e-01
9	1.587223e+01	2.428087e-01
10	1.763599e+01	4.177182e-01
11	1.939943e+01	4.480857e-01
12	2.116323e+01	4.479545e-01
13	2.292643e+01	4.483856e-01
14	2.468964e+01	4.479745e-01
15	2.645314e+01	6.383781e-01
16	2.837259e+01	6.546159e-01
17	3.029783e+01	6.548663e-01
18	3.222289e+01	6.544996e-01
19	3.414809e+01	6.551668e-01
20	3.607342e+01	7.081473e-01
21	3.799862e+01	7.168691e-01
22	3.992379e+01	7.161359e-01
23	4.184898e+01	7.173002e-01
24	4.377414e+01	7.160725e-01
25	4.569946e+01	6.433694e-01
26	4.762464e+01	6.386773e-01
27	4.954984e+01	6.386458e-01
28	5.147503e+01	6.384253e-01
29	5.340021e+01	6.388235e-01
30	5.532550e+01	5.588665e-01
31	5.725066e+01	5.528827e-01
32	5.917582e+01	5.527731e-01
33	6.110099e+01	5.527826e-01
34	6.302618e+01	5.527831e-01
35	6.495154e+01	4.724263e-01
36	6.672544e+01	4.662618e-01
37	6.848866e+01	4.660089e-01
38	7.025138e+01	4.661081e-01
39	7.201407e+01	4.661622e-01
40	7.377720e+01	3.900674e-01
41	7.553974e+01	3.820984e-01
42	7.730239e+01	3.820667e-01
43	7.906475e+01	3.824363e-01
44	8.082760e+01	3.821640e-01
45	8.259100e+01	3.202223e-01
46	8.435400e+01	3.110513e-01
47	8.611665e+01	3.107542e-01
48	8.787968e+01	3.106070e-01
49	8.964266e+01	3.105019e-01
50	9.140564e+01	2.603413e-01
51	9.316888e+01	2.571265e-01
52	9.493206e+01	2.574290e-01
53	9.669522e+01	2.573793e-01
54	9.845828e+01	2.571502e-01
55	1.002208e+02	2.227988e-01
56	1.019835e+02	2.203294e-01
57	1.037465e+02	2.202947e-01
58	1.055096e+02	2.203975e-01
59	1.072723e+02	2.202915e-01
60	1.090350e+02	1.965500e-01
61	1.107977e+02	1.943990e-01
62	1.125605e+02	1.944836e-01
63	1.143236e+02	1.945347e-01
64	1.160869e+02	1.943998e-01
65	1.178506e+02	1.747309e-01
66	1.196136e+02	1.730411e-01
67	1.213765e+02	1.730288e-01
68	1.231393e+02	1.735353e-01
69	1.249019e+02	1.730159e-01
70	1.266648e+02	1.575408e-01
71	1.284276e+02	1.557621e-01
72	1.301901e+02	1.552427e-01
73	1.319529e+02	1.552866e-01
74	1.337152e+02	1.553152e-01
75	1.354774e+02	1.411533e-01
76	1.372393e+02	1.402646e-01
77	1.390019e+02	1.402715e-01
78	1.407639e+02	1.402524e-01
79	1.425264e+02	1.402920e-01
80	1.442890e+02	1.284174e-01
81	1.460519e+02	1.272623e-01
82	1.478145e+02	1.272790e-01
83	1.495771e+02	1.275145e-01
84	1.513397e+02	1.273873e-01
85	1.531022e+02	1.170314e-01
86	1.548647e+02	1.160385e-01
87	1.566273e+02	1.159675e-01
88	1.583898e+02	1.169191e-01
89	1.601526e+02	1.159590e-01
90	1.619154e+02	1.070001e-01
91	1.636779e+02	1.066569e-01
92	1.654400e+02	1.059926e-01
93	1.672025e+02	1.059211e-01
94	1.689650e+02	1.060149e-01
95	1.707277e+02	9.805564e-02
96	1.724899e+02	9.702760e-02
97	1.742525e+02	9.711313e-02
98	1.760149e+02	9.710325e-02
99	1.777772e+02	9.711102e-02
